# timestamp(s) tx ty tz qx qy qz qw
1520531467.57528 0.704243 -0.287831 1.353040 0.000926 -0.010016 0.002383 0.999947
1520531467.58361 0.704243 -0.287836 1.353232 -0.000054 -0.009702 0.002442 0.999950
1520531467.59194 0.704288 -0.287711 1.353332 -0.001314 -0.009197 0.003030 0.999952
1520531467.60028 0.704194 -0.287592 1.353339 -0.002273 -0.008510 0.003231 0.999956
1520531467.60861 0.703979 -0.287533 1.353261 -0.003108 -0.007548 0.003588 0.999960
1520531467.61694 0.703982 -0.287506 1.353287 -0.003838 -0.006881 0.004295 0.999960
1520531467.62527 0.703792 -0.287463 1.353302 -0.004970 -0.006208 0.004465 0.999958
1520531467.63361 0.703657 -0.287459 1.353286 -0.005565 -0.005836 0.004681 0.999957
1520531467.64194 0.703545 -0.287477 1.353297 -0.006364 -0.005559 0.005250 0.999951
1520531467.65027 0.703299 -0.287422 1.353283 -0.006840 -0.005320 0.005339 0.999948
1520531467.65861 0.703173 -0.287404 1.353280 -0.007180 -0.005135 0.005675 0.999945
1520531467.66694 0.703055 -0.287391 1.353240 -0.007317 -0.004894 0.005960 0.999943
1520531467.67527 0.702985 -0.287354 1.353168 -0.007001 -0.004838 0.006067 0.999945
1520531467.68361 0.702910 -0.287420 1.353065 -0.006873 -0.004482 0.006393 0.999946
1520531467.69194 0.702762 -0.287493 1.352929 -0.006708 -0.003927 0.006415 0.999949
1520531467.70027 0.702588 -0.287619 1.352765 -0.006447 -0.003334 0.006204 0.999954
1520531467.70861 0.702436 -0.287824 1.352589 -0.005763 -0.002941 0.005608 0.999963
1520531467.71694 0.702245 -0.288026 1.352405 -0.005632 -0.002410 0.005406 0.999967
1520531467.72528 0.701915 -0.288176 1.352134 -0.005228 -0.002280 0.004791 0.999972
1520531467.73361 0.701941 -0.288528 1.352091 -0.005244 -0.002104 0.004810 0.999972
1520531467.74194 0.701747 -0.288842 1.351960 -0.005091 -0.002004 0.004776 0.999974
1520531467.75027 0.701572 -0.289114 1.351822 -0.004754 -0.002190 0.004702 0.999975
1520531467.75861 0.701438 -0.289304 1.351711 -0.004093 -0.002694 0.004782 0.999977
1520531467.76694 0.701152 -0.289518 1.351551 -0.003132 -0.003518 0.004188 0.999980
1520531467.77527 0.700974 -0.289904 1.351574 -0.002559 -0.004066 0.004142 0.999980
1520531467.78361 0.700746 -0.290245 1.351563 -0.002089 -0.004515 0.004243 0.999979
1520531467.79194 0.700438 -0.290608 1.351626 -0.001554 -0.005736 0.003768 0.999975
1520531467.80027 0.700049 -0.291078 1.351721 -0.001225 -0.006612 0.003475 0.999971
1520531467.80861 0.699696 -0.291557 1.351833 -0.000353 -0.007883 0.002770 0.999965
1520531467.81694 0.699343 -0.292010 1.351940 0.000484 -0.009336 0.001786 0.999955
1520531467.82528 0.699026 -0.292537 1.352087 0.001130 -0.010551 0.001109 0.999943
