# timestamp(s) tx ty tz qx qy qz qw
1520531124.17788 0.808244 -0.233907 1.268850 0.007514 -0.003709 -0.001071 0.999964
1520531124.18621 0.808326 -0.233986 1.268932 0.006924 -0.004347 -0.000187 0.999967
1520531124.19454 0.808429 -0.234166 1.269116 0.005819 -0.005279 0.000332 0.999969
1520531124.20288 0.808684 -0.234669 1.269616 0.003269 -0.005871 0.002006 0.999975
1520531124.21121 0.808671 -0.234300 1.269450 0.004014 -0.007545 0.002540 0.999960
1520531124.21954 0.808872 -0.234668 1.269962 0.002520 -0.008035 0.003468 0.999959
1520531124.22788 0.808970 -0.234890 1.270169 0.001648 -0.008674 0.004247 0.999952
1520531124.23621 0.809069 -0.235122 1.270275 0.001759 -0.009087 0.004052 0.999949
1520531124.24454 0.809251 -0.235398 1.270486 0.001289 -0.010212 0.003851 0.999940
1520531124.25288 0.809422 -0.235576 1.270671 0.001214 -0.010993 0.003996 0.999931
1520531124.26121 0.809663 -0.235630 1.270940 0.000886 -0.011851 0.004766 0.999918
1520531124.26954 0.809885 -0.235859 1.270996 0.001379 -0.011907 0.004580 0.999918
1520531124.27788 0.809997 -0.236022 1.271106 0.001756 -0.012225 0.004445 0.999914
1520531124.28621 0.810216 -0.236263 1.271256 0.003013 -0.013073 0.003421 0.999904
1520531124.29454 0.810365 -0.236331 1.271335 0.003413 -0.012731 0.004106 0.999905
1520531124.30288 0.810632 -0.236512 1.271661 0.003496 -0.013451 0.003958 0.999896
1520531124.31121 0.810726 -0.236831 1.271753 0.003629 -0.013123 0.004246 0.999898
1520531124.31954 0.810812 -0.237327 1.272106 0.003096 -0.013556 0.003756 0.999896
1520531124.32788 0.810751 -0.237700 1.272053 0.004030 -0.013262 0.002779 0.999900
1520531124.33621 0.810524 -0.238026 1.272246 0.004445 -0.013011 0.001496 0.999904
1520531124.34454 0.810476 -0.238417 1.272456 0.004417 -0.012953 0.001009 0.999906
1520531124.35288 0.810328 -0.238807 1.272714 0.004352 -0.013236 0.000642 0.999903
1520531124.36121 0.810069 -0.239333 1.272661 0.006369 -0.013045 -0.001430 0.999894
