#header.st.mp.secs .pose.pose.position.x .pose.pose.position.y .pose.pose.position.z .pose.pose.orientation.x .pose.pose.orientation.y .pose.pose.orientation.z .pose.pose.orientation.w
1662155054.13712 0.0684848075476134 -0.0545721723171403 0.066071952393626 0.000995926612685225 -0.00043525081966352 -0.0127467633761282 0.999918166006981
1662155054.14692 0.0684805022705952 -0.0545646562211563 0.0660985599379816 0.000979822910144096 -0.000410746147126083 -0.0127224714031157 0.999918501657255
1662155054.15691 0.0684847380716575 -0.0545614580028071 0.0661175246888293 0.000956379588095788 -0.000420082878435732 -0.0127390197995753 0.99991830978507
1662155054.16702 0.0684704064896685 -0.0545589446877662 0.066119214556143 0.000996069681382114 -0.000342121050329976 -0.0127113136624996 0.999918653343249
1662155054.17679 0.0684693860623591 -0.0545670308312052 0.0661025493106504 0.00100736510873142 -0.000316291619889622 -0.012703543762055 0.99991874927489
1662155054.18706 0.0684875062102573 -0.0545824961882286 0.0660743060736666 0.000978302525965315 -0.000382383832633657 -0.0127379333441655 0.999918317544647
1662155054.19663 0.0684991830768256 -0.0545981135910791 0.0660556396569615 0.000919068270865511 -0.000479306535305622 -0.012790513053727 0.99991766078763
1662155054.20721 0.0685001071834933 -0.0545914099069994 0.0660442429856532 0.000929901688929532 -0.000520284205613545 -0.0127789885704587 0.99991777763911
1662155054.21692 0.0684819251429195 -0.054578604075806 0.0660657826810588 0.000953226310538462 -0.000437488180427762 -0.0127621916112528 0.999918009853506
1662155054.22679 0.0684709663695482 -0.0545569684234525 0.0660979908704636 0.00102645689598317 -0.000324079300302735 -0.0127062294454396 0.999918693240882
1662155054.2365 0.0684695915971857 -0.0545479499498294 0.0661150432822106 0.00106410773170565 -0.000306706242859236 -0.0126770297031646 0.999919029984102
1662155054.24702 0.0684724032067649 -0.0545576280467104 0.066107678971546 0.00103830575557005 -0.000331941685411561 -0.0127042770977203 0.999918703235281
1662155054.25719 0.0684827742140205 -0.0545713158781443 0.0660922792174537 0.00100839225510706 -0.000388204436472193 -0.0127350805139742 0.999918321747884
1662155054.26659 0.0684901222173518 -0.054589252830311 0.0660798670696651 0.000937208001777336 -0.000445553138393062 -0.0127930166571081 0.999917627531789
1662155054.27698 0.0684917773371622 -0.0545880172498327 0.066068983982565 0.000951051203069009 -0.000445940490967346 -0.0127652617486485 0.99991796900126
1662155054.28697 0.0684931281503506 -0.054586945894433 0.0660587956018295 0.000943726275144746 -0.000501099756425773 -0.0127652955888424 0.999917949388203
1662155054.29653 0.0684823647326523 -0.0545750334395221 0.0660700947928537 0.000973093489932971 -0.0004637027646752 -0.0127403564776756 0.999918257352098
1662155054.30703 0.068470682331714 -0.0545560637107762 0.0660932696725491 0.0010521959863126 -0.000345838077535817 -0.0127088491987388 0.99991862590518
1662155054.31671 0.068478009171662 -0.0545709517535796 0.0661059975719423 0.000964837969351146 -0.000330750654951866 -0.0127474397510288 0.999918227892621
1662155054.32655 0.0684760199301788 -0.0545664833744054 0.0661169502700649 0.000987414618147731 -0.000279606629598136 -0.0127280376744241 0.999918468621263
1662155054.33713 0.0684899737745629 -0.0545732333326302 0.0660917171875076 0.000974955093413499 -0.00038346471104399 -0.0127625044967425 0.999918007086971
1662155054.3468 0.0684858406127311 -0.0545820201325418 0.0660759563741229 0.000940517709859966 -0.000411247101321631 -0.0127703935574392 0.999917928307657
1662155054.3572 0.0684935096237042 -0.054578626679703 0.0660720698201962 0.000951935957343258 -0.000446852647861697 -0.0127626473347241 0.999918001125134
1662155054.36715 0.0684934981051434 -0.0545813454914264 0.0660658175104089 0.000926601711212348 -0.000503788617502049 -0.0127807984118136 0.999917766018128
1662155054.37686 0.0685005109487682 -0.0545772955204218 0.0660732592076972 0.000946784457708697 -0.000533380208437293 -0.0127735600970531 0.999917824257384
1662155054.387 0.0684993124066407 -0.0545745944230664 0.0660926997585119 0.000951805735622992 -0.000491058493892103 -0.0127869925511275 0.999917669485505
1662155054.39713 0.0684828151176597 -0.0545685891995173 0.0661145929807229 0.000991251161664073 -0.000354518602365937 -0.0127444853868958 0.999918231572136
1662155054.40699 0.0684808010538203 -0.0545680277504718 0.0661202322937974 0.00101012432305352 -0.000273864744993268 -0.012739701895112 0.999918298983975
1662155054.41664 0.0684822658274164 -0.0545698335514421 0.0661126637207346 0.000996169874063624 -0.000307097751298097 -0.0127387091037535 0.999918315977536
1662155054.42674 0.0684986502027393 -0.0545815942559602 0.0660728479411858 0.000923745618484804 -0.000433359150827387 -0.0127801435720061 0.999917810034698
1662155054.43703 0.068492305907926 -0.0545744757806453 0.0660487761904356 0.000958887549657319 -0.000466507643556648 -0.0127729389107641 0.999917854094674
1662155054.4468 0.0684964255679915 -0.0545794999667171 0.0660623892504769 0.00096668977985789 -0.000490997028739648 -0.0127906085372792 0.999917608989092
1662155054.45696 0.0685031465628434 -0.0545794274722869 0.0660813905302624 0.000989099044093475 -0.000521970198201037 -0.0127321187793238 0.999918317855019
1662155054.46688 0.0685011589764706 -0.0545902072351676 0.0660912546807867 0.000914549633615851 -0.000465231882454491 -0.0128020951514745 0.999917523358014
1662155054.47663 0.0684806018436751 -0.0545748704365569 0.066098336983476 0.000957826267274124 -0.000307063858342633 -0.0127738992912905 0.999917904519143
1662155054.48724 0.0684883558325745 -0.0545663206219523 0.0660938453466318 0.000991969245830908 -0.000301396357897534 -0.0127466768192546 0.999918220349917
1662155054.49691 0.0684891428725229 -0.0545686862232122 0.0660889290297215 0.000990219787157881 -0.000353186218093726 -0.0127535272160797 0.999918117781774
1662155054.50693 0.0685003654357362 -0.0545710023869932 0.0660777452617612 0.000982841567215614 -0.000442403317597023 -0.012752546388524 0.999918102077763
1662155054.51693 0.0684935373240876 -0.0545682165514071 0.0660793362813612 0.0010035857617061 -0.000430523007643641 -0.012743203442565 0.999918205770856
1662155054.52688 0.0684915054706956 -0.0545737601046568 0.0660761529937128 0.000974060793836433 -0.00047043124141425 -0.0127467837542237 0.999918171354221
1662155054.53742 0.0685030269158754 -0.0545951312488096 0.066075538624048 0.000862086905652052 -0.000540831693293214 -0.0128081128184593 0.999917454870004
1662155054.54705 0.0684884642416025 -0.0545826635365794 0.0660903485497558 0.000947098608115927 -0.000418790043931226 -0.0127603652578932 0.999918046990872
1662155054.55645 0.0684944982153567 -0.0545801338342279 0.0661028295905857 0.000941477824713161 -0.000389136962046709 -0.0127927724999485 0.999917650191317
1662155054.56718 0.0684978623174671 -0.0545751817445157 0.0661007276709457 0.000965832996003754 -0.000412413085232888 -0.0127883162166297 0.999917674636689
1662155054.57685 0.0684848066931898 -0.0545647994678149 0.066087038546759 0.000959832476124068 -0.000430714172220255 -0.0127527449802401 0.999918126999815
1662155054.5866 0.0684853644132119 -0.0545687296373554 0.0660808038327747 0.000959063451255852 -0.000439165376085767 -0.0127502872141276 0.999918155404459
1662155054.59716 0.0684988061377921 -0.0545820279836469 0.0660766370712741 0.000911604323301415 -0.000493811065615958 -0.0127573983416816 0.999918083602937
1662155054.60698 0.0684956972050885 -0.0545905960305936 0.0660772730064806 0.00087353843276075 -0.000456469629715897 -0.0127820205861456 0.999917820881421
1662155054.61681 0.0684961549750498 -0.0545771012974913 0.0660868435402534 0.000957694346777228 -0.000470108835311996 -0.0127644109165625 0.999917962451722
1662155054.62684 0.0684848797629477 -0.0545769139148778 0.0660882556421164 0.000972131072786837 -0.000411087097487658 -0.0127793777935662 0.999917783356319
1662155054.6374 0.0684880830100007 -0.0545786639499476 0.0660903812753619 0.00094626303967032 -0.000406513724163419 -0.012785014254931 0.999917737988372
1662155054.64676 0.0684807519474847 -0.0545689739662506 0.0660966533475252 0.000989322501401922 -0.000399035630860994 -0.0127570218238929 0.999918056845744
1662155054.65722 0.0684819029758865 -0.0545605371893944 0.0660955074011167 0.000997022321079373 -0.000411921429476122 -0.0127343885294398 0.999918332473427
1662155054.66715 0.0684886294106366 -0.0545721929077919 0.0660843504939883 0.00094603122415155 -0.00044686090010707 -0.0127608852025954 0.999918029215163
1662155054.67654 0.0684882542789641 -0.0545813730715176 0.0660786187085961 0.000965626419696678 -0.00045564905600939 -0.0127358434775292 0.999918325785112
1662155054.68674 0.0685036689710012 -0.054610898210229 0.0660701248319229 0.000850226526103755 -0.000489507747393681 -0.0128333945308404 0.999917167310506
1662155054.69684 0.0685010403791065 -0.0546069112514937 0.0660714256629794 0.000880497496932093 -0.000452653159957404 -0.0128473664632036 0.999916979056094
1662155054.70717 0.0684841873432983 -0.0545800799641013 0.0660646414508435 0.000979061299399429 -0.000393331679156602 -0.0128034081059661 0.999917476330154
1662155054.7164 0.0684897052001012 -0.0545767569704592 0.0660700054019619 0.00095199196975084 -0.000436485259970266 -0.0128198086154462 0.99991727442794
1662155054.72663 0.0684860071880669 -0.0545698585920097 0.0660825799090153 0.000937197079412522 -0.000410378081206823 -0.0127883839542374 0.999917701857375
