# timestamp(s) tx ty tz qx qy qz qw
1413394882.79076 -1.053197 0.428061 1.332837 0.026558 -0.795388 0.033950 0.604566
1413394882.79576 -1.053289 0.428010 1.332836 0.026640 -0.795382 0.034030 0.604566
1413394882.80076 -1.053379 0.427970 1.332834 0.026677 -0.795377 0.034072 0.604569
1413394882.80576 -1.053469 0.427944 1.332831 0.026647 -0.795379 0.034058 0.604567
1413394882.81076 -1.053557 0.427929 1.332829 0.026578 -0.795384 0.033992 0.604568
1413394882.81576 -1.053641 0.427919 1.332832 0.026492 -0.795381 0.033909 0.604581
1413394882.82076 -1.053720 0.427905 1.332838 0.026423 -0.795371 0.033838 0.604601
1413394882.82576 -1.053796 0.427880 1.332844 0.026396 -0.795360 0.033819 0.604617
1413394882.83076 -1.053871 0.427841 1.332845 0.026417 -0.795360 0.033872 0.604614
1413394882.83576 -1.053946 0.427791 1.332844 0.026477 -0.795359 0.033976 0.604606
1413394882.84076 -1.054022 0.427739 1.332846 0.026491 -0.795391 0.034060 0.604558
1413394882.84576 -1.054099 0.427705 1.332844 0.026526 -0.795402 0.034125 0.604539
1413394882.85076 -1.054176 0.427686 1.332842 0.026517 -0.795415 0.034129 0.604522
1413394882.85576 -1.054249 0.427682 1.332841 0.026469 -0.795424 0.034083 0.604516
1413394882.86076 -1.054318 0.427684 1.332841 0.026402 -0.795424 0.034013 0.604522
1413394882.86576 -1.054383 0.427684 1.332843 0.026351 -0.795414 0.033943 0.604542
1413394882.87076 -1.054446 0.427674 1.332843 0.026334 -0.795405 0.033919 0.604555
1413394882.87576 -1.054506 0.427652 1.332840 0.026357 -0.795409 0.033946 0.604548
1413394882.88076 -1.054564 0.427624 1.332835 0.026407 -0.795420 0.034008 0.604527
1413394882.88576 -1.054619 0.427597 1.332832 0.026455 -0.795429 0.034072 0.604510
1413394882.89076 -1.054665 0.427515 1.332824 0.026457 -0.795409 0.034035 0.604538
1413394882.89576 -1.054718 0.427506 1.332826 0.026465 -0.795407 0.034030 0.604540
1413394882.90076 -1.054767 0.427508 1.332829 0.026440 -0.795401 0.033988 0.604552
1413394882.90576 -1.054811 0.427514 1.332834 0.026388 -0.795393 0.033929 0.604567
1413394882.91076 -1.054852 0.427518 1.332838 0.026334 -0.795384 0.033879 0.604585
1413394882.91576 -1.054891 0.427511 1.332837 0.026311 -0.795392 0.033869 0.604577
1413394882.92076 -1.054928 0.427495 1.332832 0.026325 -0.795417 0.033900 0.604541
1413394882.92576 -1.054964 0.427473 1.332828 0.026360 -0.795439 0.033951 0.604508
1413394882.93076 -1.054995 0.427452 1.332828 0.026394 -0.795444 0.033993 0.604497
1413394882.93576 -1.055024 0.427437 1.332833 0.026411 -0.795439 0.034008 0.604503
1413394882.94076 -1.055070 0.427344 1.332837 0.026391 -0.795421 0.033966 0.604529
1413394882.94576 -1.055098 0.427337 1.332842 0.026372 -0.795414 0.033930 0.604542
1413394882.95076 -1.055123 0.427333 1.332844 0.026337 -0.795415 0.033902 0.604543
