# timestamp(s) tx ty tz qx qy qz qw
1403638519.49283 4.460675 -1.680515 0.579614 -0.757610 -0.348629 -0.497711 0.238261
1403638519.49783 4.460706 -1.680523 0.579592 -0.757616 -0.348621 -0.497709 0.238261
1403638519.50283 4.460736 -1.680530 0.579571 -0.757621 -0.348612 -0.497706 0.238262
1403638519.50783 4.460766 -1.680536 0.579550 -0.757625 -0.348606 -0.497703 0.238264
1403638519.51283 4.460795 -1.680543 0.579530 -0.757627 -0.348603 -0.497700 0.238268
1403638519.51783 4.460823 -1.680549 0.579511 -0.757627 -0.348603 -0.497700 0.238270
1403638519.52283 4.460851 -1.680555 0.579493 -0.757625 -0.348606 -0.497701 0.238269
1403638519.52783 4.460879 -1.680561 0.579477 -0.757624 -0.348604 -0.497704 0.238269
1403638519.53283 4.460906 -1.680567 0.579463 -0.757625 -0.348600 -0.497706 0.238266
1403638519.53783 4.460932 -1.680573 0.579448 -0.757623 -0.348606 -0.497705 0.238265
1403638519.54283 4.460958 -1.680579 0.579433 -0.757621 -0.348616 -0.497701 0.238266
1403638519.54783 4.460983 -1.680584 0.579418 -0.757621 -0.348620 -0.497699 0.238264
1403638519.55283 4.461007 -1.680590 0.579404 -0.757622 -0.348616 -0.497703 0.238257
1403638519.55783 4.461030 -1.680594 0.579391 -0.757623 -0.348611 -0.497708 0.238253
1403638519.56283 4.461053 -1.680598 0.579379 -0.757619 -0.348614 -0.497710 0.238255
1403638519.56783 4.461075 -1.680602 0.579368 -0.757617 -0.348618 -0.497708 0.238263
1403638519.57283 4.461097 -1.680606 0.579357 -0.757621 -0.348615 -0.497699 0.238270
1403638519.57783 4.461118 -1.680610 0.579346 -0.757626 -0.348613 -0.497691 0.238274
1403638519.58283 4.461139 -1.680614 0.579335 -0.757630 -0.348612 -0.497686 0.238277
1403638519.58783 4.461160 -1.680619 0.579325 -0.757632 -0.348608 -0.497683 0.238280
1403638519.59283 4.461191 -1.680627 0.579310 -0.757636 -0.348604 -0.497680 0.238278
1403638519.59783 4.461213 -1.680632 0.579300 -0.757639 -0.348602 -0.497680 0.238274
1403638519.60283 4.461235 -1.680637 0.579291 -0.757641 -0.348604 -0.497676 0.238272
1403638519.60783 4.461256 -1.680642 0.579283 -0.757646 -0.348603 -0.497669 0.238271
1403638519.61283 4.461276 -1.680647 0.579275 -0.757648 -0.348603 -0.497668 0.238269
1403638519.61783 4.461296 -1.680652 0.579268 -0.757646 -0.348604 -0.497671 0.238267
1403638519.62283 4.461315 -1.680658 0.579261 -0.757645 -0.348600 -0.497675 0.238269
1403638519.62783 4.461333 -1.680664 0.579255 -0.757645 -0.348592 -0.497679 0.238271
1403638519.63283 4.461351 -1.680671 0.579248 -0.757646 -0.348587 -0.497679 0.238273
1403638519.63783 4.461367 -1.680678 0.579240 -0.757650 -0.348589 -0.497673 0.238274
1403638519.64283 4.461390 -1.680687 0.579226 -0.757654 -0.348596 -0.497663 0.238269
1403638519.64783 4.461406 -1.680694 0.579216 -0.757661 -0.348600 -0.497654 0.238262
1403638519.65283 4.461421 -1.680700 0.579207 -0.757667 -0.348598 -0.497648 0.238257
1403638519.65783 4.461434 -1.680706 0.579199 -0.757672 -0.348600 -0.497639 0.238257
1403638519.66283 4.461447 -1.680712 0.579193 -0.757676 -0.348597 -0.497633 0.238260
1403638519.66783 4.461460 -1.680719 0.579187 -0.757674 -0.348596 -0.497636 0.238262
1403638519.67283 4.461472 -1.680725 0.579181 -0.757672 -0.348596 -0.497640 0.238262
1403638519.67783 4.461482 -1.680731 0.579175 -0.757675 -0.348593 -0.497639 0.238258
1403638519.68283 4.461492 -1.680736 0.579169 -0.757680 -0.348596 -0.497633 0.238250
1403638519.68783 4.461501 -1.680741 0.579162 -0.757683 -0.348600 -0.497626 0.238250
1403638519.69283 4.461522 -1.680748 0.579149 -0.757682 -0.348600 -0.497622 0.238261
1403638519.69783 4.461533 -1.680752 0.579143 -0.757680 -0.348603 -0.497618 0.238272
1403638519.70283 4.461543 -1.680756 0.579137 -0.757678 -0.348609 -0.497615 0.238274
1403638519.70783 4.461553 -1.680761 0.579132 -0.757682 -0.348615 -0.497607 0.238269
1403638519.71283 4.461562 -1.680766 0.579127 -0.757687 -0.348617 -0.497602 0.238264
1403638519.71783 4.461570 -1.680769 0.579123 -0.757689 -0.348615 -0.497603 0.238259
1403638519.72283 4.461575 -1.680772 0.579119 -0.757690 -0.348611 -0.497604 0.238257
1403638519.72783 4.461580 -1.680775 0.579116 -0.757688 -0.348606 -0.497607 0.238264
1403638519.73283 4.461584 -1.680777 0.579113 -0.757686 -0.348606 -0.497608 0.238269
1403638519.73783 4.461587 -1.680779 0.579110 -0.757688 -0.348609 -0.497603 0.238268
1403638519.74283 4.461606 -1.680784 0.579098 -0.757690 -0.348610 -0.497599 0.238269
1403638519.74783 4.461611 -1.680785 0.579093 -0.757691 -0.348611 -0.497595 0.238273
1403638519.75283 4.461616 -1.680787 0.579088 -0.757693 -0.348610 -0.497592 0.238274
1403638519.75783 4.461620 -1.680789 0.579084 -0.757699 -0.348604 -0.497588 0.238273
1403638519.76283 4.461623 -1.680791 0.579081 -0.757706 -0.348600 -0.497580 0.238274
1403638519.76783 4.461625 -1.680791 0.579078 -0.757713 -0.348591 -0.497574 0.238276
1403638519.77283 4.461627 -1.680792 0.579076 -0.757717 -0.348583 -0.497571 0.238280
1403638519.77783 4.461627 -1.680793 0.579075 -0.757716 -0.348577 -0.497574 0.238286
1403638519.78283 4.461627 -1.680794 0.579074 -0.757715 -0.348567 -0.497582 0.238288
1403638519.78783 4.461626 -1.680796 0.579073 -0.757720 -0.348560 -0.497581 0.238287
1403638519.79283 4.461624 -1.680798 0.579072 -0.757725 -0.348557 -0.497574 0.238287
1403638519.79783 4.461622 -1.680800 0.579072 -0.757731 -0.348555 -0.497568 0.238286
1403638519.80283 4.461618 -1.680800 0.579071 -0.757738 -0.348556 -0.497558 0.238282
1403638519.80783 4.461614 -1.680801 0.579072 -0.757740 -0.348558 -0.497554 0.238278
1403638519.81283 4.461608 -1.680801 0.579074 -0.757741 -0.348555 -0.497556 0.238277
1403638519.81783 4.461601 -1.680801 0.579077 -0.757739 -0.348547 -0.497564 0.238279
1403638519.82283 4.461593 -1.680801 0.579080 -0.757739 -0.348539 -0.497569 0.238279
1403638519.82783 4.461584 -1.680800 0.579083 -0.757744 -0.348536 -0.497566 0.238274
1403638519.83283 4.461575 -1.680800 0.579086 -0.757749 -0.348535 -0.497564 0.238266
1403638519.83783 4.461564 -1.680800 0.579090 -0.757752 -0.348530 -0.497566 0.238258
1403638519.84283 4.461642 -1.680824 0.579035 -0.757759 -0.348522 -0.497563 0.238254
