# timestamp(s) tx ty tz qx qy qz qw
1413393887.22576 -1.001979 0.479302 1.329542 0.022374 -0.805147 0.024019 0.592166
1413393887.23076 -1.002130 0.479295 1.329533 0.022329 -0.805155 0.023984 0.592159
1413393887.23576 -1.002280 0.479285 1.329524 0.022292 -0.805168 0.023978 0.592142
1413393887.24076 -1.002426 0.479270 1.329515 0.022284 -0.805167 0.024004 0.592144
1413393887.24576 -1.002569 0.479247 1.329504 0.022309 -0.805162 0.024042 0.592147
1413393887.25076 -1.002711 0.479220 1.329492 0.022354 -0.805170 0.024085 0.592133
1413393887.25576 -1.002850 0.479193 1.329477 0.022393 -0.805188 0.024127 0.592105
1413393887.26076 -1.002983 0.479175 1.329460 0.022397 -0.805194 0.024142 0.592096
1413393887.26576 -1.003114 0.479168 1.329442 0.022367 -0.805195 0.024110 0.592097
1413393887.27076 -1.003242 0.479167 1.329425 0.022326 -0.805206 0.024050 0.592086
1413393887.27576 -1.003372 0.479164 1.329407 0.022302 -0.805221 0.023999 0.592070
1413393887.28076 -1.003493 0.479153 1.329389 0.022304 -0.805225 0.023978 0.592065
1413393887.28576 -1.003611 0.479136 1.329371 0.022322 -0.805226 0.023988 0.592062
1413393887.29076 -1.003724 0.479112 1.329356 0.022360 -0.805234 0.024016 0.592049
1413393887.29576 -1.003835 0.479086 1.329343 0.022409 -0.805244 0.024053 0.592032
1413393887.30076 -1.003942 0.479066 1.329330 0.022431 -0.805247 0.024090 0.592025
1413393887.30576 -1.004046 0.479058 1.329319 0.022403 -0.805243 0.024096 0.592031
1413393887.31076 -1.004146 0.479058 1.329309 0.022346 -0.805252 0.024060 0.592023
1413393887.31576 -1.004242 0.479057 1.329301 0.022294 -0.805259 0.024021 0.592017
1413393887.32076 -1.004334 0.479053 1.329293 0.022252 -0.805263 0.024008 0.592014
1413393887.32576 -1.004446 0.479037 1.329286 0.022236 -0.805264 0.024018 0.592013
1413393887.33076 -1.004534 0.479018 1.329281 0.022261 -0.805270 0.024056 0.592001
1413393887.33576 -1.004620 0.478994 1.329276 0.022313 -0.805267 0.024106 0.592002
1413393887.34076 -1.004703 0.478974 1.329272 0.022348 -0.805262 0.024156 0.592006
1413393887.34576 -1.004783 0.478963 1.329269 0.022339 -0.805256 0.024169 0.592013
1413393887.35076 -1.004858 0.478964 1.329268 0.022311 -0.805247 0.024121 0.592029
1413393887.35576 -1.004928 0.478968 1.329265 0.022273 -0.805243 0.024065 0.592038
1413393887.36076 -1.004992 0.478970 1.329259 0.022242 -0.805244 0.024030 0.592039
1413393887.36576 -1.005051 0.478967 1.329251 0.022233 -0.805237 0.024024 0.592049
1413393887.37076 -1.005107 0.478957 1.329242 0.022244 -0.805231 0.024043 0.592057
1413393887.37576 -1.005211 0.478930 1.329230 0.022279 -0.805229 0.024083 0.592056
1413393887.38076 -1.005273 0.478912 1.329216 0.022326 -0.805238 0.024128 0.592040
1413393887.38576 -1.005331 0.478904 1.329201 0.022333 -0.805245 0.024154 0.592029
1413393887.39076 -1.005385 0.478909 1.329186 0.022300 -0.805248 0.024133 0.592027
1413393887.39576 -1.005436 0.478920 1.329174 0.022253 -0.805261 0.024075 0.592013
1413393887.40076 -1.005482 0.478932 1.329163 0.022212 -0.805281 0.024023 0.591989
1413393887.40576 -1.005525 0.478939 1.329155 0.022188 -0.805300 0.023998 0.591966
1413393887.41076 -1.005564 0.478939 1.329152 0.022185 -0.805308 0.024005 0.591955
1413393887.41576 -1.005601 0.478931 1.329150 0.022216 -0.805320 0.024034 0.591936
1413393887.42076 -1.005636 0.478917 1.329151 0.022275 -0.805328 0.024083 0.591921
1413393887.42576 -1.005745 0.478891 1.329147 0.022304 -0.805339 0.024134 0.591903
1413393887.43076 -1.005787 0.478888 1.329152 0.022296 -0.805344 0.024162 0.591895
1413393887.43576 -1.005823 0.478894 1.329159 0.022259 -0.805343 0.024134 0.591899
1413393887.44076 -1.005855 0.478904 1.329166 0.022211 -0.805350 0.024084 0.591894
1413393887.44576 -1.005881 0.478912 1.329172 0.022169 -0.805358 0.024058 0.591885
1413393887.45076 -1.005901 0.478914 1.329178 0.022148 -0.805360 0.024067 0.591884
1413393887.45576 -1.005917 0.478907 1.329184 0.022160 -0.805358 0.024105 0.591883
1413393887.46076 -1.005930 0.478892 1.329188 0.022203 -0.805365 0.024165 0.591870
1413393887.46576 -1.005939 0.478877 1.329191 0.022248 -0.805369 0.024222 0.591860
1413393887.47076 -1.005943 0.478870 1.329191 0.022259 -0.805375 0.024248 0.591850
1413393887.47576 -1.006049 0.478866 1.329186 0.022233 -0.805375 0.024226 0.591853
1413393887.48076 -1.006067 0.478877 1.329183 0.022194 -0.805379 0.024159 0.591851
1413393887.48576 -1.006079 0.478888 1.329180 0.022158 -0.805390 0.024094 0.591840
1413393887.49076 -1.006087 0.478894 1.329177 0.022137 -0.805396 0.024068 0.591834
1413393887.49576 -1.006092 0.478893 1.329177 0.022145 -0.805394 0.024078 0.591837
1413393887.50076 -1.006094 0.478884 1.329178 0.022187 -0.805393 0.024120 0.591835
1413393887.50576 -1.006093 0.478870 1.329181 0.022244 -0.805393 0.024175 0.591830
1413393887.51076 -1.006088 0.478861 1.329186 0.022283 -0.805400 0.024217 0.591817
1413393887.51576 -1.006081 0.478865 1.329192 0.022273 -0.805402 0.024229 0.591814
1413393887.52076 -1.006069 0.478879 1.329202 0.022231 -0.805399 0.024191 0.591822
1413393887.52576 -1.006183 0.478890 1.329209 0.022176 -0.805394 0.024135 0.591832
1413393887.53076 -1.006188 0.478904 1.329223 0.022138 -0.805396 0.024098 0.591833
1413393887.53576 -1.006189 0.478913 1.329236 0.022129 -0.805389 0.024091 0.591843
1413393887.54076 -1.006185 0.478913 1.329249 0.022147 -0.805382 0.024128 0.591851
1413393887.54576 -1.006180 0.478906 1.329261 0.022192 -0.805381 0.024191 0.591848
1413393887.55076 -1.006171 0.478901 1.329273 0.022231 -0.805385 0.024250 0.591838
1413393887.55576 -1.006159 0.478909 1.329283 0.022221 -0.805387 0.024274 0.591835
1413393887.56076 -1.006141 0.478932 1.329294 0.022166 -0.805381 0.024240 0.591847
1413393887.56576 -1.006119 0.478961 1.329306 0.022102 -0.805376 0.024177 0.591859
1413393887.57076 -1.006094 0.478985 1.329319 0.022071 -0.805373 0.024124 0.591865
1413393887.57576 -1.006215 0.478981 1.329327 0.022072 -0.805368 0.024100 0.591874
1413393887.58076 -1.006212 0.478982 1.329337 0.022109 -0.805368 0.024122 0.591871
1413393887.58576 -1.006201 0.478980 1.329349 0.022160 -0.805383 0.024164 0.591847
1413393887.59076 -1.006182 0.478985 1.329367 0.022197 -0.805386 0.024188 0.591841
1413393887.59576 -1.006157 0.479003 1.329392 0.022200 -0.805375 0.024151 0.591857
