# timestamp(s) tx ty tz qx qy qz qw
1403636859.53667 4.621150 -1.837605 0.739627 -0.129040 -0.810903 -0.062030 0.567395
1403636859.54167 4.621028 -1.837298 0.741803 -0.129158 -0.811071 -0.062319 0.567097
1403636859.54667 4.620899 -1.836987 0.744008 -0.129267 -0.811216 -0.062659 0.566828
1403636859.55167 4.620761 -1.836674 0.746240 -0.129366 -0.811335 -0.063049 0.566591
1403636859.55667 4.620616 -1.836359 0.748492 -0.129457 -0.811437 -0.063486 0.566376
1403636859.56167 4.620462 -1.836041 0.750757 -0.129538 -0.811524 -0.063963 0.566179
1403636859.56667 4.620300 -1.835723 0.753029 -0.129617 -0.811595 -0.064467 0.566003
1403636859.57167 4.620130 -1.835406 0.755303 -0.129705 -0.811655 -0.064973 0.565838
1403636859.57667 4.619954 -1.835089 0.757575 -0.129805 -0.811702 -0.065468 0.565691
1403636859.58167 4.619774 -1.834772 0.759845 -0.129916 -0.811729 -0.065948 0.565572
1403636859.58667 4.619595 -1.834459 0.762112 -0.130039 -0.811737 -0.066430 0.565473
1403636859.59167 4.619410 -1.834144 0.764377 -0.130165 -0.811735 -0.066931 0.565388
1403636859.59667 4.619221 -1.833830 0.766642 -0.130285 -0.811727 -0.067454 0.565311
1403636859.60167 4.619029 -1.833517 0.768911 -0.130397 -0.811710 -0.068000 0.565244
1403636859.60667 4.618835 -1.833206 0.771188 -0.130498 -0.811680 -0.068570 0.565195
1403636859.61167 4.618638 -1.832898 0.773478 -0.130588 -0.811634 -0.069156 0.565170
1403636859.61667 4.618439 -1.832594 0.775784 -0.130675 -0.811567 -0.069750 0.565173
1403636859.62167 4.618239 -1.832296 0.778107 -0.130760 -0.811476 -0.070347 0.565210
1403636859.62667 4.618038 -1.832005 0.780446 -0.130837 -0.811360 -0.070945 0.565285
1403636859.63167 4.617835 -1.831723 0.782801 -0.130912 -0.811221 -0.071541 0.565391
1403636859.63667 4.617647 -1.831455 0.785169 -0.130991 -0.811067 -0.072119 0.565518
1403636859.64167 4.617442 -1.831191 0.787544 -0.131078 -0.810902 -0.072677 0.565664
1403636859.64667 4.617235 -1.830936 0.789924 -0.131171 -0.810718 -0.073206 0.565837
1403636859.65167 4.617023 -1.830692 0.792306 -0.131273 -0.810509 -0.073687 0.566051
1403636859.65667 4.616807 -1.830458 0.794689 -0.131387 -0.810273 -0.074114 0.566307
1403636859.66167 4.616586 -1.830234 0.797069 -0.131511 -0.810015 -0.074501 0.566597
1403636859.66667 4.616360 -1.830019 0.799444 -0.131644 -0.809738 -0.074857 0.566915
1403636859.67167 4.616129 -1.829813 0.801814 -0.131780 -0.809445 -0.075182 0.567259
1403636859.67667 4.615896 -1.829613 0.804180 -0.131919 -0.809139 -0.075488 0.567623
1403636859.68167 4.615663 -1.829421 0.806545 -0.132058 -0.808822 -0.075787 0.568002
1403636859.68667 4.615450 -1.829241 0.808912 -0.132186 -0.808496 -0.076097 0.568393
1403636859.69167 4.615222 -1.829055 0.811280 -0.132298 -0.808172 -0.076442 0.568781
1403636859.69667 4.614996 -1.828866 0.813652 -0.132380 -0.807856 -0.076835 0.569159
1403636859.70167 4.614772 -1.828672 0.816032 -0.132441 -0.807541 -0.077283 0.569531
1403636859.70667 4.614550 -1.828473 0.818422 -0.132488 -0.807220 -0.077780 0.569907
1403636859.71167 4.614330 -1.828269 0.820822 -0.132512 -0.806893 -0.078307 0.570293
1403636859.71667 4.614111 -1.828063 0.823230 -0.132514 -0.806560 -0.078845 0.570690
1403636859.72167 4.613892 -1.827856 0.825642 -0.132504 -0.806220 -0.079388 0.571098
1403636859.72667 4.613675 -1.827648 0.828054 -0.132487 -0.805873 -0.079930 0.571517
1403636859.73167 4.613459 -1.827442 0.830463 -0.132461 -0.805522 -0.080463 0.571943
1403636859.73667 4.613268 -1.827248 0.832868 -0.132429 -0.805165 -0.080976 0.572376
1403636859.74167 4.613061 -1.827051 0.835258 -0.132392 -0.804811 -0.081464 0.572814
1403636859.74667 4.612853 -1.826862 0.837632 -0.132355 -0.804461 -0.081930 0.573249
1403636859.75167 4.612649 -1.826681 0.839990 -0.132319 -0.804109 -0.082367 0.573688
1403636859.75667 4.612449 -1.826507 0.842334 -0.132286 -0.803758 -0.082789 0.574127
1403636859.76167 4.612255 -1.826342 0.844666 -0.132256 -0.803413 -0.083219 0.574554
1403636859.76667 4.612068 -1.826182 0.846988 -0.132221 -0.803077 -0.083672 0.574967
1403636859.77167 4.611889 -1.826027 0.849302 -0.132176 -0.802752 -0.084165 0.575360
1403636859.77667 4.611716 -1.825874 0.851611 -0.132120 -0.802448 -0.084699 0.575719
1403636859.78167 4.611550 -1.825723 0.853917 -0.132042 -0.802168 -0.085288 0.576041
1403636859.78667 4.611415 -1.825578 0.856233 -0.131949 -0.801901 -0.085926 0.576334
