#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662924008016746496,2.45056,-0.0296543,1.11079,0.385554,-0.522705,-0.533484,0.541777,0.000551974,-0.00152141,0.00125353,-0.00085319,0.000996509,-0.00200618,0.129005,0.0854706,-0.0453887
1662924008026746624,2.45056,-0.0296688,1.11081,0.385565,-0.52271,-0.533477,0.541771,0.000400055,-0.00137205,0.000983455,-0.00085319,0.000996509,-0.00200618,0.129005,0.0854706,-0.0453886
1662924008036746496,2.45056,-0.0296833,1.11082,0.385573,-0.522706,-0.533477,0.541769,0.000138617,-0.00148205,0.00135406,-0.00085319,0.000996509,-0.00200618,0.129005,0.0854706,-0.0453886
1662924008046746368,2.45056,-0.0296975,1.11083,0.385574,-0.522701,-0.533478,0.541773,-0.000194717,-0.00138011,0.000823519,-0.00085319,0.00099651,-0.00200618,0.129005,0.0854705,-0.0453886
1662924008056746496,2.45056,-0.0297112,1.11084,0.385568,-0.522701,-0.53348,0.541775,-0.000631929,-0.0012901,0.000999482,-0.000853189,0.000996512,-0.00200619,0.129005,0.0854705,-0.0453885
1662924008066746368,2.45055,-0.0297232,1.11085,0.385561,-0.522706,-0.533484,0.54177,-0.00083509,-0.00116344,0.000923075,-0.000853188,0.000996514,-0.00200619,0.129005,0.0854705,-0.0453886
1662924008076746496,2.45054,-0.0297341,1.11086,0.385557,-0.522708,-0.533487,0.541769,-0.000952707,-0.00094375,0.000768495,-0.000853188,0.000996517,-0.00200619,0.129006,0.0854706,-0.0453894
1662924008086746368,2.45053,-0.0297432,1.11086,0.385561,-0.522719,-0.533483,0.541759,-0.00101704,-0.000917482,0.00109519,-0.000853187,0.000996521,-0.0020062,0.129006,0.0854707,-0.045391
1662924008096746496,2.45052,-0.0297517,1.11087,0.385562,-0.522733,-0.533483,0.541745,-0.000869274,-0.000794038,0.000630776,-0.000853186,0.000996526,-0.00200621,0.129006,0.0854708,-0.0453938
1662924008106746368,2.45051,-0.0297593,1.11088,0.38556,-0.522744,-0.533489,0.54173,-0.000874408,-0.000666923,0.000857981,-0.000853183,0.000996532,-0.00200622,0.129005,0.0854708,-0.0453981
1662924008116746496,2.4505,-0.0297654,1.11089,0.38555,-0.522751,-0.533498,0.541722,-0.000688226,-0.000570325,0.000639419,-0.000853179,0.000996539,-0.00200622,0.129005,0.0854708,-0.0454039
1662924008126746368,2.4505,-0.0297713,1.1109,0.385553,-0.522761,-0.533497,0.541711,-0.000415078,-0.000461126,0.000692817,-0.000853173,0.000996547,-0.00200623,0.129006,0.0854706,-0.0454117
