#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662918463442859264,2.05186,0.553821,1.10883,0.224979,-0.440444,-0.698081,0.517762,-0.000110845,7.70308e-05,0.000395602,-0.00117911,0.000832,-0.00203573,0.103218,0.0803762,0.0188357
1662918463452859136,2.05186,0.553822,1.10884,0.224977,-0.440445,-0.698085,0.517756,-0.000159524,5.98662e-05,0.00035004,-0.00117911,0.000832,-0.00203573,0.103218,0.0803761,0.0188356
1662918463462859264,2.05186,0.553822,1.10884,0.224978,-0.440443,-0.698083,0.517759,-8.18934e-05,1.03965e-05,0.000266983,-0.00117911,0.000832,-0.00203573,0.103218,0.080376,0.0188354
1662918463472859136,2.05185,0.553822,1.10884,0.224982,-0.440456,-0.698074,0.517759,-0.000202916,2.71655e-05,0.000469132,-0.00117911,0.000832,-0.00203573,0.103218,0.0803757,0.0188348
1662918463482859008,2.05185,0.553822,1.10885,0.224993,-0.440463,-0.698075,0.517746,-2.98033e-05,5.4676e-05,0.000400657,-0.00117911,0.000832001,-0.00203573,0.103219,0.0803752,0.0188339
1662918463492859136,2.05185,0.553823,1.10885,0.224991,-0.440463,-0.698081,0.517739,5.97448e-05,0.000177555,0.000416182,-0.00117911,0.000832003,-0.00203573,0.103221,0.0803745,0.0188327
1662918463502859008,2.05185,0.553825,1.10886,0.224992,-0.44046,-0.698082,0.517741,6.68322e-06,0.000328298,0.000550607,-0.00117912,0.000832005,-0.00203572,0.103223,0.0803735,0.0188312
1662918463512859136,2.05185,0.55383,1.10886,0.224989,-0.440461,-0.698081,0.517743,-0.000103798,0.000566425,0.000562188,-0.00117912,0.000832007,-0.00203572,0.103226,0.080372,0.0188294
1662918463522859008,2.05185,0.553835,1.10887,0.22498,-0.44047,-0.698078,0.517743,-4.03854e-05,0.000549847,0.000545923,-0.00117913,0.000832011,-0.00203572,0.10323,0.0803699,0.0188272
1662918463532859136,2.05185,0.55384,1.10887,0.224993,-0.440494,-0.698065,0.517733,2.53864e-05,0.000542424,0.000406673,-0.00117914,0.000832016,-0.00203571,0.103235,0.0803673,0.0188246
1662918463542859008,2.05185,0.553846,1.10887,0.224992,-0.440507,-0.698062,0.517727,-0.000211983,0.000696073,0.000398862,-0.00117915,0.000832023,-0.00203571,0.103242,0.0803641,0.0188218
1662918463552859136,2.05185,0.553853,1.10888,0.224987,-0.44051,-0.698069,0.517718,-0.000417932,0.000698403,0.00049255,-0.00117916,0.00083203,-0.0020357,0.10325,0.0803603,0.0188187
1662918463562859008,2.05184,0.55386,1.10888,0.224988,-0.440519,-0.698071,0.517706,-0.000581103,0.000765903,0.000241423,-0.00117917,0.000832039,-0.0020357,0.103259,0.0803558,0.0188154
1662918463572859136,2.05184,0.553867,1.10889,0.224998,-0.44054,-0.698063,0.517695,-0.000939091,0.000762095,0.000337628,-0.00117919,0.00083205,-0.00203569,0.103271,0.0803507,0.0188119
1662918463582859008,2.05183,0.553873,1.10889,0.224995,-0.44055,-0.69806,0.517692,-0.000983284,0.000563668,0.000345419,-0.00117921,0.000832064,-0.00203569,0.103284,0.080345,0.0188082
1662918463592859136,2.05182,0.553878,1.10889,0.224998,-0.44056,-0.698063,0.517678,-0.000967939,0.000452795,0.000218986,-0.00117923,0.000832079,-0.00203568,0.1033,0.0803389,0.0188043
1662918463602859008,2.05181,0.553882,1.10889,0.224998,-0.440558,-0.698076,0.517663,-0.00100798,0.000523438,0.00018052,-0.00117926,0.000832097,-0.00203568,0.103317,0.0803325,0.0188001
1662918463612859136,2.0518,0.553888,1.10889,0.224997,-0.440565,-0.698079,0.517653,-0.00105228,0.000687991,7.19918e-05,-0.00117929,0.000832117,-0.00203567,0.103335,0.080326,0.0187954
1662918463622859008,2.05179,0.553894,1.1089,0.22499,-0.440573,-0.698091,0.517633,-0.00107656,0.000534395,0.000315163,-0.00117933,0.000832139,-0.00203567,0.103353,0.0803196,0.0187899
1662918463632858880,2.05178,0.553899,1.1089,0.224983,-0.440584,-0.698102,0.517611,-0.00078093,0.000404739,0.000145531,-0.00117936,0.000832163,-0.00203567,0.103372,0.0803135,0.0187837
1662918463642859008,2.05177,0.553903,1.1089,0.224985,-0.440588,-0.698106,0.517603,-0.000864231,0.000436498,0.000135244,-0.00117941,0.000832189,-0.00203567,0.103391,0.0803079,0.0187765
1662918463652858880,2.05176,0.553907,1.1089,0.224991,-0.440579,-0.698117,0.517591,-0.000951272,0.000411912,0.000176712,-0.00117945,0.000832216,-0.00203567,0.103409,0.0803027,0.0187683
1662918463662859008,2.05175,0.553911,1.1089,0.224988,-0.440585,-0.698122,0.517582,-0.000967149,0.000329794,0.000114291,-0.0011795,0.000832246,-0.00203568,0.103426,0.0802982,0.0187593
1662918463672858880,2.05174,0.553915,1.1089,0.224985,-0.44059,-0.698136,0.51756,-0.00102886,0.000361975,5.01465e-05,-0.00117956,0.000832277,-0.00203568,0.103442,0.0802947,0.0187493
1662918463682859008,2.05173,0.553919,1.1089,0.224971,-0.440598,-0.698145,0.517547,-0.00102148,0.000294197,-0.000162015,-0.00117961,0.00083231,-0.00203568,0.103456,0.0802922,0.0187385
1662918463692858880,2.05172,0.553921,1.1089,0.224968,-0.44061,-0.698146,0.517537,-0.00090743,0.000242467,-0.000106419,-0.00117967,0.000832344,-0.00203569,0.103469,0.080291,0.0187269
1662918463702859008,2.05171,0.553924,1.1089,0.224964,-0.440613,-0.698157,0.517521,-0.000667051,0.00025781,-8.91887e-05,-0.00117974,0.000832379,-0.0020357,0.10348,0.0802909,0.0187144
1662918463712858880,2.0517,0.553928,1.1089,0.22498,-0.440612,-0.698162,0.517509,-0.000622659,0.000516555,-0.000167253,-0.0011798,0.000832415,-0.0020357,0.103488,0.0802923,0.0187012
1662918463722859008,2.05169,0.553934,1.1089,0.224977,-0.440616,-0.698165,0.517503,-0.000610287,0.000555141,7.60845e-06,-0.00117987,0.000832451,-0.00203571,0.103495,0.080295,0.0186874
1662918463732858880,2.05169,0.55394,1.1089,0.22498,-0.440621,-0.698163,0.517499,-0.000429342,0.000445702,-9.60132e-05,-0.00117993,0.000832489,-0.00203572,0.103499,0.0802991,0.0186729
1662918463742859008,2.05169,0.553944,1.1089,0.224981,-0.440629,-0.698156,0.517501,-5.57767e-05,0.000432651,-2.41674e-05,-0.00118,0.000832526,-0.00203572,0.1035,0.0803046,0.0186577
1662918463752858880,2.05169,0.553948,1.1089,0.22499,-0.440631,-0.698157,0.517495,0.000136316,0.000238287,-0.000179512,-0.00118007,0.000832564,-0.00203573,0.1035,0.0803115,0.018642
1662918463762858752,2.05169,0.55395,1.1089,0.224984,-0.440621,-0.698161,0.5175,8.8919e-05,7.51801e-05,-0.000162464,-0.00118014,0.000832602,-0.00203574,0.103498,0.0803196,0.0186256
1662918463772858880,2.05169,0.55395,1.1089,0.224977,-0.440615,-0.698162,0.517508,9.26307e-05,-8.57701e-05,-0.000215096,-0.00118021,0.00083264,-0.00203575,0.103493,0.080329,0.0186086
1662918463782858752,2.05169,0.55395,1.10889,0.224978,-0.44061,-0.698161,0.517513,0.000262658,-0.000102471,-0.000376022,-0.00118028,0.000832677,-0.00203575,0.103486,0.0803396,0.0185911
1662918463792858880,2.05169,0.553948,1.10889,0.224971,-0.440612,-0.698158,0.517518,0.000261731,-0.000233988,-0.000291101,-0.00118035,0.000832715,-0.00203576,0.103478,0.0803513,0.0185731
1662918463802858752,2.05169,0.553945,1.10889,0.224971,-0.440612,-0.698151,0.517526,0.00029398,-0.000379792,-0.00039399,-0.00118041,0.000832752,-0.00203577,0.103468,0.0803639,0.0185545
1662918463812858880,2.0517,0.553941,1.10888,0.224981,-0.440609,-0.698143,0.517536,0.000261496,-0.000425309,-0.000549797,-0.00118048,0.000832787,-0.00203578,0.103457,0.0803773,0.0185353
1662918463822858752,2.0517,0.553937,1.10888,0.224975,-0.440606,-0.69814,0.517546,0.000189248,-0.000365734,-0.000551625,-0.00118055,0.000832823,-0.00203578,0.103445,0.0803912,0.0185157
1662918463832858880,2.0517,0.553933,1.10887,0.224965,-0.440604,-0.698136,0.517556,0.00013577,-0.000362171,-0.00050299,-0.00118061,0.000832857,-0.00203579,0.103433,0.0804057,0.0184954
1662918463842858752,2.0517,0.55393,1.10886,0.224961,-0.440601,-0.698134,0.517564,0.000114733,-0.000390144,-0.00054563,-0.00118067,0.00083289,-0.0020358,0.10342,0.0804204,0.0184746
1662918463852858880,2.0517,0.553925,1.10886,0.224959,-0.4406,-0.69813,0.517571,0.0001481,-0.000427141,-0.000738778,-0.00118073,0.000832923,-0.0020358,0.103408,0.0804353,0.0184531
1662918463862858752,2.0517,0.553921,1.10885,0.224955,-0.440596,-0.698125,0.517584,2.27451e-05,-0.000346438,-0.000710995,-0.00118078,0.000832953,-0.00203581,0.103397,0.08045,0.0184309
1662918463872858880,2.0517,0.553918,1.10884,0.22495,-0.440592,-0.698121,0.517594,-0.000107897,-0.000188893,-0.000777394,-0.00118084,0.000832983,-0.00203581,0.103387,0.0804643,0.018408
1662918463882858752,2.0517,0.553916,1.10884,0.224953,-0.440592,-0.698119,0.517595,-0.000113478,-0.000130055,-0.000761257,-0.00118089,0.000833011,-0.00203582,0.103378,0.0804782,0.0183844
1662918463892858624,2.0517,0.553914,1.10883,0.224954,-0.440595,-0.698111,0.517602,0.000140294,-0.000114639,-0.000702374,-0.00118094,0.00083304,-0.00203582,0.103372,0.0804916,0.01836
1662918463902858752,2.0517,0.553913,1.10882,0.224969,-0.440595,-0.698105,0.517604,0.000339683,-0.000115481,-0.000619639,-0.00118099,0.000833067,-0.00203582,0.103367,0.0805046,0.0183349
1662918463912858624,2.05171,0.55391,1.10882,0.224964,-0.440595,-0.6981,0.517614,0.000332198,-0.000133789,-0.000399292,-0.00118103,0.000833094,-0.00203583,0.103365,0.0805171,0.018309
1662918463922858752,2.05171,0.55391,1.10881,0.22496,-0.440594,-0.698102,0.517614,0.000397706,5.4014e-05,-0.000418372,-0.00118108,0.00083312,-0.00203583,0.103366,0.0805291,0.0182824
1662918463932858624,2.05172,0.553911,1.10881,0.224962,-0.440592,-0.698108,0.517606,0.000342811,0.000274528,-0.000312708,-0.00118112,0.000833145,-0.00203584,0.103368,0.0805407,0.0182552
1662918463942858752,2.05172,0.553913,1.10881,0.22496,-0.440592,-0.698101,0.517617,0.000454008,0.000260722,-8.7966e-05,-0.00118117,0.000833171,-0.00203584,0.103373,0.080552,0.0182272
1662918463952858624,2.05173,0.553915,1.10881,0.224963,-0.440589,-0.698098,0.517621,0.000548538,0.000239866,-0.000202344,-0.00118121,0.000833197,-0.00203584,0.10338,0.0805632,0.0181986
1662918463962858752,2.05173,0.553917,1.1088,0.224977,-0.440583,-0.698098,0.51762,0.00043937,0.000308582,-5.34453e-05,-0.00118126,0.000833223,-0.00203585,0.10339,0.0805744,0.0181693
1662918463972858624,2.05173,0.553921,1.1088,0.22497,-0.440577,-0.698097,0.517629,0.000240646,0.000465929,-0.000124552,-0.0011813,0.000833249,-0.00203585,0.103401,0.0805856,0.0181393
1662918463982858752,2.05174,0.553926,1.1088,0.224966,-0.440579,-0.698092,0.517638,0.000108217,0.000497337,-5.3475e-05,-0.00118134,0.000833274,-0.00203586,0.103413,0.080597,0.0181087
1662918463992858624,2.05174,0.553929,1.1088,0.224974,-0.440581,-0.698086,0.51764,0.000112775,0.000333917,-0.00014003,-0.00118139,0.000833301,-0.00203587,0.103428,0.0806087,0.0180773
1662918464002858752,2.05174,0.553933,1.1088,0.224986,-0.440583,-0.69808,0.51764,3.84442e-05,0.000392261,-0.000354489,-0.00118143,0.000833327,-0.00203587,0.103443,0.0806209,0.0180453
1662918464012858624,2.05174,0.553936,1.1088,0.224999,-0.440582,-0.698078,0.51764,-0.000145823,0.000364607,-0.000233449,-0.00118147,0.000833354,-0.00203588,0.10346,0.0806337,0.0180126
1662918464022858496,2.05173,0.55394,1.10879,0.224993,-0.440584,-0.698077,0.517642,-0.000300536,0.00041539,-0.00033345,-0.00118151,0.000833381,-0.00203589,0.103477,0.0806472,0.0179791
1662918464032858624,2.05173,0.553944,1.10879,0.224989,-0.440583,-0.698076,0.517645,-0.000509018,0.000403721,-0.000251522,-0.00118155,0.000833408,-0.0020359,0.103495,0.0806613,0.017945
1662918464042858496,2.05173,0.553947,1.10879,0.224982,-0.440583,-0.698074,0.517651,-0.000333581,0.000251956,-0.000276359,-0.00118159,0.000833436,-0.00203591,0.103513,0.0806763,0.0179104
1662918464052858624,2.05172,0.553949,1.10879,0.224992,-0.440602,-0.698069,0.517637,-0.000218348,0.00015442,-0.000347886,-0.00118163,0.000833464,-0.00203592,0.103532,0.0806921,0.0178753
1662918464062858496,2.05172,0.55395,1.10878,0.224991,-0.440601,-0.698066,0.517642,-0.000162968,6.16674e-05,-0.000192393,-0.00118167,0.000833493,-0.00203592,0.103551,0.0807086,0.0178399
