# timestamp(s) tx ty tz qx qy qz qw
1662919156.75149 2.122060 0.667960 1.121430 -0.442548 -0.604740 0.575934 0.326713
1662919156.76149 2.122050 0.667961 1.121430 -0.442560 -0.604759 0.575919 0.326687
1662919156.77149 2.122040 0.667961 1.121430 -0.442567 -0.604777 0.575909 0.326662
1662919156.78149 2.122040 0.667964 1.121430 -0.442565 -0.604795 0.575901 0.326647
1662919156.79149 2.122040 0.667969 1.121430 -0.442565 -0.604803 0.575894 0.326644
1662919156.80149 2.122040 0.667972 1.121440 -0.442560 -0.604800 0.575904 0.326637
1662919156.81149 2.122050 0.667975 1.121440 -0.442548 -0.604794 0.575917 0.326642
1662919156.82149 2.122070 0.667978 1.121440 -0.442527 -0.604791 0.575936 0.326643
1662919156.83149 2.122080 0.667982 1.121450 -0.442501 -0.604785 0.575961 0.326645
1662919156.84149 2.122080 0.667983 1.121450 -0.442487 -0.604781 0.575978 0.326642
1662919156.85149 2.122090 0.667983 1.121450 -0.442481 -0.604777 0.575985 0.326644
1662919156.86149 2.122090 0.667982 1.121450 -0.442467 -0.604780 0.575989 0.326652
1662919156.87149 2.122090 0.667983 1.121450 -0.442468 -0.604779 0.575991 0.326648
1662919156.88149 2.122090 0.667983 1.121440 -0.442470 -0.604790 0.575990 0.326627
1662919156.89149 2.122080 0.667983 1.121440 -0.442477 -0.604799 0.575984 0.326611
1662919156.90149 2.122070 0.667984 1.121440 -0.442478 -0.604813 0.575977 0.326596
1662919156.91149 2.122050 0.667986 1.121440 -0.442477 -0.604827 0.575978 0.326570
1662919156.92149 2.122040 0.667987 1.121430 -0.442477 -0.604836 0.575976 0.326557
1662919156.93149 2.122030 0.667989 1.121430 -0.442471 -0.604854 0.575970 0.326541
1662919156.94149 2.122020 0.667992 1.121430 -0.442477 -0.604859 0.575966 0.326531
1662919156.95149 2.122010 0.667994 1.121430 -0.442485 -0.604865 0.575961 0.326519
1662919156.96149 2.122010 0.667995 1.121430 -0.442478 -0.604870 0.575969 0.326503
1662919156.97149 2.122010 0.667998 1.121430 -0.442461 -0.604875 0.575979 0.326501
1662919156.98149 2.122010 0.668002 1.121430 -0.442444 -0.604880 0.575994 0.326488
1662919156.99149 2.122010 0.668004 1.121430 -0.442443 -0.604878 0.576001 0.326481
1662919157.00149 2.122020 0.668005 1.121430 -0.442430 -0.604885 0.576002 0.326485
