#time(ns),px,py,pz,qw,qx,qy,qz,vx,vy,vz,bwx,bwy,bwz,bax,bay,baz
1662915732374960384,2.07578,0.574562,1.11606,0.253852,-0.42429,-0.670103,0.553623,-0.000787485,3.35984e-05,-0.000995468,-0.000408809,0.00123593,-0.00179595,0.0881487,0.0964334,-0.0252587
1662915732384960512,2.07577,0.574562,1.11605,0.253852,-0.424276,-0.670113,0.553622,-0.00115606,-0.0001212,-0.000945157,-0.00040881,0.00123593,-0.00179595,0.0881484,0.0964333,-0.0252588
1662915732394960384,2.07576,0.574561,1.11604,0.253856,-0.42428,-0.67012,0.553608,-0.00162739,-0.000166462,-0.00088617,-0.000408811,0.00123592,-0.00179595,0.0881474,0.0964329,-0.025259
1662915732404960512,2.07574,0.574559,1.11603,0.25384,-0.424291,-0.670137,0.553587,-0.00164821,-0.000200489,-0.00100393,-0.000408813,0.00123592,-0.00179596,0.0881451,0.096432,-0.0252597
1662915732414960384,2.07573,0.574557,1.11602,0.253827,-0.424299,-0.670152,0.553569,-0.00159241,-0.000224474,-0.0010307,-0.000408816,0.00123592,-0.00179596,0.0881413,0.0964304,-0.0252608
1662915732424960256,2.07571,0.574555,1.11601,0.253812,-0.424308,-0.670163,0.553555,-0.00123834,-0.000329141,-0.000839013,-0.000408819,0.00123592,-0.00179596,0.0881356,0.0964279,-0.0252625
1662915732434960384,2.0757,0.574552,1.116,0.253801,-0.424311,-0.670175,0.553544,-0.000939905,-0.000179194,-0.000641105,-0.000408823,0.00123592,-0.00179596,0.0881278,0.0964246,-0.0252647
1662915732444960256,2.07569,0.574551,1.116,0.253791,-0.424308,-0.670191,0.553532,-0.00056343,-1.87575e-05,-0.000636667,-0.000408826,0.00123592,-0.00179597,0.0881183,0.0964204,-0.0252673
1662915732454960384,2.07569,0.574553,1.11599,0.253784,-0.424306,-0.670198,0.553528,-0.000192448,0.000210206,-0.000500322,-0.00040883,0.00123592,-0.00179597,0.0881071,0.0964156,-0.0252702
1662915732464960256,2.07569,0.574556,1.11599,0.253782,-0.424313,-0.670196,0.553525,0.000215936,0.000255915,-0.000262227,-0.000408834,0.00123592,-0.00179598,0.0880944,0.0964101,-0.0252735
1662915732474960384,2.07569,0.574558,1.11599,0.253784,-0.424322,-0.670192,0.553523,0.000838866,0.00021949,-9.2388e-05,-0.000408838,0.00123592,-0.00179598,0.0880805,0.0964041,-0.0252768
1662915732484960256,2.0757,0.574561,1.11598,0.253793,-0.424307,-0.670186,0.553537,0.0010164,0.000434649,-8.72318e-05,-0.000408842,0.00123592,-0.00179599,0.0880655,0.0963975,-0.0252802
1662915732494960384,2.07571,0.574567,1.11598,0.253799,-0.424293,-0.67018,0.553553,0.000986604,0.000620815,-0.000123131,-0.000408846,0.00123592,-0.00179599,0.0880493,0.0963902,-0.0252838
1662915732504960256,2.07572,0.574574,1.11598,0.2538,-0.424285,-0.670182,0.553556,0.000773191,0.000598363,0.000120009,-0.00040885,0.00123592,-0.001796,0.0880318,0.0963822,-0.0252878
1662915732514960384,2.07573,0.574579,1.11598,0.253795,-0.424284,-0.670181,0.55356,0.000795365,0.000371306,6.07404e-05,-0.000408854,0.00123592,-0.001796,0.088013,0.0963732,-0.0252924
1662915732524960256,2.07574,0.574581,1.11598,0.253805,-0.424287,-0.67017,0.553566,0.000833093,-2.63439e-05,-0.000128866,-0.000408858,0.00123592,-0.00179601,0.0879929,0.0963633,-0.0252977
1662915732534960384,2.07574,0.574579,1.11598,0.253819,-0.424285,-0.670169,0.553563,0.000403066,-0.000160171,0.000140295,-0.000408862,0.00123593,-0.00179601,0.0879718,0.0963525,-0.0253039
1662915732544960256,2.07575,0.574577,1.11598,0.253822,-0.424273,-0.670171,0.553569,-3.07066e-05,-0.000306514,-4.04354e-05,-0.000408864,0.00123593,-0.00179602,0.0879501,0.0963409,-0.0253109
1662915732554960128,2.07574,0.574573,1.11598,0.253824,-0.424277,-0.670169,0.553567,-0.000554844,-0.000420483,-0.000280721,-0.000408866,0.00123593,-0.00179603,0.0879283,0.0963285,-0.0253187
1662915732564960256,2.07574,0.574568,1.11598,0.253808,-0.424284,-0.670176,0.55356,-0.000740759,-0.000557533,-0.000342111,-0.000408868,0.00123593,-0.00179603,0.0879068,0.0963154,-0.0253272
1662915732574960128,2.07573,0.574561,1.11597,0.253799,-0.424299,-0.67018,0.553547,-0.000833017,-0.000725546,-0.000180088,-0.000408868,0.00123594,-0.00179604,0.087886,0.0963018,-0.0253361
1662915732584960256,2.07572,0.574554,1.11597,0.253788,-0.424305,-0.670187,0.55354,-0.00074856,-0.000678839,7.77377e-05,-0.000408868,0.00123594,-0.00179605,0.0878662,0.0962878,-0.0253455
1662915732594960128,2.07571,0.574547,1.11597,0.253776,-0.424305,-0.670208,0.55352,-0.000785361,-0.00062697,-0.000113361,-0.000408867,0.00123595,-0.00179605,0.0878474,0.0962732,-0.0253554
1662915732604960256,2.0757,0.574543,1.11597,0.253756,-0.424301,-0.670221,0.553516,-0.000823483,-0.000249261,0.000158555,-0.000408865,0.00123596,-0.00179606,0.0878294,0.0962583,-0.0253658
